Company Name,Category,"(Utilities Only) 
Percentage generation fossil fuels","(Utilities Only) 
Investment in new fossil fuel infrastructure","(Utilities Only) 
Percentage revenue derived from fossil fuels"
Power PAC,"Oilfield service, equipment & exploration",,,
Precious Lady Holdings LLC,"Oilfield service, equipment & exploration",,,
Precision Drilling,"Oilfield service, equipment & exploration",,,
Precision Pipeline,"Oilfield service, equipment & exploration",,,
Precision Pipeline Co,"Oilfield service, equipment & exploration",,,
Precision Pipeline LLC,"Oilfield service, equipment & exploration",,,
Precision Pipeline Solutions,"Oilfield service, equipment & exploration",,,
Preeminent Energy Services,"Oilfield service, equipment & exploration",,,
Preheat Inc,"Oilfield service, equipment & exploration",,,
Pressure Systems Inc,"Oilfield service, equipment & exploration",,,
Preston Exploration,"Oilfield service, equipment & exploration",,,
Preston Exploration Co Lp,"Oilfield service, equipment & exploration",,,
Preston Exploration Co PAC,"Oilfield service, equipment & exploration",,,
Preston Exploration LLC,"Oilfield service, equipment & exploration",,,
Pride International,"Oilfield service, equipment & exploration",,,
Prima Oil,"Oilfield service, equipment & exploration",,,
Primary Natural Resources,"Oilfield service, equipment & exploration",,,
Princeton Capital,"Oilfield service, equipment & exploration",,,
Pro Oilfield Services,"Oilfield service, equipment & exploration",,,
Pro Oilfield Services LLC,"Oilfield service, equipment & exploration",,,
Process & Industrial Development,"Oilfield service, equipment & exploration",,,
Process Equipment & Service Co,"Oilfield service, equipment & exploration",,,
Producers Pipeline Corp,"Oilfield service, equipment & exploration",,,
Production Operators Corp,"Oilfield service, equipment & exploration",,,
Production Specialty Services,"Oilfield service, equipment & exploration",,,
Products Pipeline,"Oilfield service, equipment & exploration",,,
Professional Oilfield Services,"Oilfield service, equipment & exploration",,,
Professional Pipeline Development Group,"Oilfield service, equipment & exploration",,,
Progressive Pipeline LLC,"Oilfield service, equipment & exploration",,,
Project Pipeline,"Oilfield service, equipment & exploration",,,
Property Sales & Oilfield Services,"Oilfield service, equipment & exploration",,,
Propipeline Contractors,"Oilfield service, equipment & exploration",,,
Providence Exploration & Production Inc,"Oilfield service, equipment & exploration",,,
Puckett Companies,"Oilfield service, equipment & exploration",,,
Pumps of Houston,"Oilfield service, equipment & exploration",,,
Pyramid Tubular Products,"Oilfield service, equipment & exploration",,,
Quadco Inc,"Oilfield service, equipment & exploration",,,
Quail Tools Llp,"Oilfield service, equipment & exploration",,,
Quantum Energy,"Oilfield service, equipment & exploration",,,
Quesstar Pipeline,"Oilfield service, equipment & exploration",,,
Quick Connectors,"Oilfield service, equipment & exploration",,,
R K Pipe & Supply LLC,"Oilfield service, equipment & exploration",,,
R&D Pipeline Contruction,"Oilfield service, equipment & exploration",,,
R&R Pipeline,"Oilfield service, equipment & exploration",,,
Raimonde Drilling Corp,"Oilfield service, equipment & exploration",,,
Rainbow Oilwell Service,"Oilfield service, equipment & exploration",,,
Ralow Services,"Oilfield service, equipment & exploration",,,
Rancher/Oil Exploration,"Oilfield service, equipment & exploration",,,
Rancho Oil Partners Lp,"Oilfield service, equipment & exploration",,,
Rathborne Land Co,"Oilfield service, equipment & exploration",,,
Raydon Exploration Inc,"Oilfield service, equipment & exploration",,,
RDM Equipment,"Oilfield service, equipment & exploration",,,
Rebstock Supply Co,"Oilfield service, equipment & exploration",,,
Rec Marine Logistics LLC,"Oilfield service, equipment & exploration",,,
Red Hills Resources,"Oilfield service, equipment & exploration",,,
Reddy Disposals,"Oilfield service, equipment & exploration",,,
Reef Exploration,"Oilfield service, equipment & exploration",,,
Reeves Drilling,"Oilfield service, equipment & exploration",,,
Ref-Chem Lp,"Oilfield service, equipment & exploration",,,
Reliance Well Service,"Oilfield service, equipment & exploration",,,
Reliford Drilling,"Oilfield service, equipment & exploration",,,
Repcon Inc,"Oilfield service, equipment & exploration",,,
Republic Royalty,"Oilfield service, equipment & exploration",,,
Reserve Drilling,"Oilfield service, equipment & exploration",,,
Restech,"Oilfield service, equipment & exploration",,,
Revolution Pipeline,"Oilfield service, equipment & exploration",,,
Reynolds E&P,"Oilfield service, equipment & exploration",,,
Rheneran Corp,"Oilfield service, equipment & exploration",,,
Richards Energy Compression,"Oilfield service, equipment & exploration",,,
Richmond Drilling,"Oilfield service, equipment & exploration",,,
Ricks Exploration,"Oilfield service, equipment & exploration",,,
Rig 6 Drilling,"Oilfield service, equipment & exploration",,,
Rimrock Energy Partners,"Oilfield service, equipment & exploration",,,
River Gas Corp,"Oilfield service, equipment & exploration",,,
Robco Oilfield Services Inc,"Oilfield service, equipment & exploration",,,
Roberts Pipeline,"Oilfield service, equipment & exploration",,,
Robinson Holdings,"Oilfield service, equipment & exploration",,,
Robo Enterprise Oil & Gas Drilling,"Oilfield service, equipment & exploration",,,
Rockdale Pipeline,"Oilfield service, equipment & exploration",,,
Rockford Corp,"Oilfield service, equipment & exploration",,,
Rockford Exploration,"Oilfield service, equipment & exploration",,,
Rockies Express Pipeline,"Oilfield service, equipment & exploration",,,
Rockland Corp,"Oilfield service, equipment & exploration",,,
Roese Pipeline,"Oilfield service, equipment & exploration",,,
Rosbottom Interests,"Oilfield service, equipment & exploration",,,
Rosemore Inc,"Oilfield service, equipment & exploration",,,
Royal Exploration,"Oilfield service, equipment & exploration",,,
Rrh Corp,"Oilfield service, equipment & exploration",,,
Rudman Drilling,"Oilfield service, equipment & exploration",,,
Sabine Pipe & Supply,"Oilfield service, equipment & exploration",,,
Saddle Butte Pipeline,"Oilfield service, equipment & exploration",,,
Safety Products of Alaska,"Oilfield service, equipment & exploration",,,
Saguine Gas Exploration,"Oilfield service, equipment & exploration",,,
Sales Manager-Oilfield Services,"Oilfield service, equipment & exploration",,,
Sales Petroleum Equipment Sales Co,"Oilfield service, equipment & exploration",,,
Sales Pipeline,"Oilfield service, equipment & exploration",,,
Sales Pipeline Analyst,"Oilfield service, equipment & exploration",,,
San Juan Casing,"Oilfield service, equipment & exploration",,,
Sanco Pipelines,"Oilfield service, equipment & exploration",,,
Santa Fe International,"Oilfield service, equipment & exploration",,,
Savoy Exploration,"Oilfield service, equipment & exploration",,,
Sb Oilfield Services,"Oilfield service, equipment & exploration",,,
SC Pipeline Corp,"Oilfield service, equipment & exploration",,,
Scada Source,"Oilfield service, equipment & exploration",,,
Scandrill Inc,"Oilfield service, equipment & exploration",,,
Scf Partners,"Oilfield service, equipment & exploration",,,
Schlumberger Anadrill,"Oilfield service, equipment & exploration",,,
Schlumberger Ltd,"Oilfield service, equipment & exploration",,,
Schlumberger Oilfield Services,"Oilfield service, equipment & exploration",,,
Schlumberger Technology,"Oilfield service, equipment & exploration",,,
Schlumberger Usa,"Oilfield service, equipment & exploration",,,
Schlumberger Well Services,"Oilfield service, equipment & exploration",,,
Schlumgarger Oilfields Services,"Oilfield service, equipment & exploration",,,
Schmidt Oilfield Sales,"Oilfield service, equipment & exploration",,,
Schunk Oilfield Services,"Oilfield service, equipment & exploration",,,
Schwartz Oilfield Services,"Oilfield service, equipment & exploration",,,
Scientific Drilling International,"Oilfield service, equipment & exploration",,,
Scott B Swd LLC,"Oilfield service, equipment & exploration",,,
Scott Pump & Oil Field Supply,"Oilfield service, equipment & exploration",,,
Sd Intrastate Pipeline Co,"Oilfield service, equipment & exploration",,,
Seaboard International,"Oilfield service, equipment & exploration",,,
Seacor Marine Inc,"Oilfield service, equipment & exploration",,,
Seale Oilfield Consultants,"Oilfield service, equipment & exploration",,,
Sefbo Pipeline Bridge,"Oilfield service, equipment & exploration",,,
Sei Oilfield Services,"Oilfield service, equipment & exploration",,,
Seismic Exchange Inc,"Oilfield service, equipment & exploration",,,
Seitel Inc,"Oilfield service, equipment & exploration",,,
Select Energy Services,"Oilfield service, equipment & exploration",,,
Sendero Midstream Partners,"Oilfield service, equipment & exploration",,,
Sepulvado Oil Field Production,"Oilfield service, equipment & exploration",,,
Ser Drilco,"Oilfield service, equipment & exploration",,,
Serdrilco Inc,"Oilfield service, equipment & exploration",,,
Service Oil Tool,"Oilfield service, equipment & exploration",,,
Seven Seas Petroleum,"Oilfield service, equipment & exploration",,,
Shaft Drillers International,"Oilfield service, equipment & exploration",,,
Shale Exploration LLC,"Oilfield service, equipment & exploration",,,
Shaners Pumpjack Repair LLC,"Oilfield service, equipment & exploration",,,
Shaw Bagwell Inc,"Oilfield service, equipment & exploration",,,
Shaw Pipeline Services,"Oilfield service, equipment & exploration",,,
Sheehan Pipeline Co,"Oilfield service, equipment & exploration",,,
Shell Frontier Oil & Gas,"Oilfield service, equipment & exploration",,,
Shell Pipeline Co,"Oilfield service, equipment & exploration",,,
Sherman E Smith Trustee,"Oilfield service, equipment & exploration",,,
Shores Oilfield Equipment,"Oilfield service, equipment & exploration",,,
Shunk Oil Field Service,"Oilfield service, equipment & exploration",,,
Sidewinder Pumps,"Oilfield service, equipment & exploration",,,
Sierra Resources,"Oilfield service, equipment & exploration",,,
Siluria Technologies,"Oilfield service, equipment & exploration",,,
Silver Oak Drilling,"Oilfield service, equipment & exploration",,,
Sitton Drilling,"Oilfield service, equipment & exploration",,,
Skibeck Pipeline,"Oilfield service, equipment & exploration",,,
"Slajer, V A","Oilfield service, equipment & exploration",,,
Small Oilfield Service,"Oilfield service, equipment & exploration",,,
Smith Conley,"Oilfield service, equipment & exploration",,,
Smith Exploration,"Oilfield service, equipment & exploration",,,
Smith International,"Oilfield service, equipment & exploration",,,
Smith Pipe of Abilene,"Oilfield service, equipment & exploration",,,
Smith Pump,"Oilfield service, equipment & exploration",,,
Snelson Oilfield Lighting,"Oilfield service, equipment & exploration",,,
Snuffy's Oilfield Service,"Oilfield service, equipment & exploration",,,
Soloco LLC,"Oilfield service, equipment & exploration",,,
Somerset Exploration,"Oilfield service, equipment & exploration",,,
Sonat Exploration,"Oilfield service, equipment & exploration",,,
Sooner Exploration,"Oilfield service, equipment & exploration",,,
Sooner Pipe & Supply,"Oilfield service, equipment & exploration",,,
Sooner Pipe & Supply Corp,"Oilfield service, equipment & exploration",,,
South Carolina Pipeline,"Oilfield service, equipment & exploration",,,
Southeastern Kansas Pipeline & Tran,"Oilfield service, equipment & exploration",,,
Southern Casing of Louisiana,"Oilfield service, equipment & exploration",,,
Southern Oil Exploration,"Oilfield service, equipment & exploration",,,
Southern Oilfield Service Inc,"Oilfield service, equipment & exploration",,,
Southern Oilfield Supply,"Oilfield service, equipment & exploration",,,
Southern Star Pipeline,"Oilfield service, equipment & exploration",,,
Southwest Oil Field Projects,"Oilfield service, equipment & exploration",,,
Southwest Oilfield Products,"Oilfield service, equipment & exploration",,,
Southwest Petroleum Land Services,"Oilfield service, equipment & exploration",,,
Spa Pipe of Abilene,"Oilfield service, equipment & exploration",,,
Spartan Well Testing,"Oilfield service, equipment & exploration",,,
Spiral Inc,"Oilfield service, equipment & exploration",,,
Spotted Hawk Development,"Oilfield service, equipment & exploration",,,
St Mary Land & Exploration Co,"Oilfield service, equipment & exploration",,,
Stabil Drill,"Oilfield service, equipment & exploration",,,
Stallion Oilfield Services,"Oilfield service, equipment & exploration",,,
Standard Oilfield Supply,"Oilfield service, equipment & exploration",,,
Star Oilfield Services,"Oilfield service, equipment & exploration",,,
Stark Pipeline Services,"Oilfield service, equipment & exploration",,,
Statoil Gulf Services,"Oilfield service, equipment & exploration",,,
Steel Service Oilfield Tubular,"Oilfield service, equipment & exploration",,,
Steinberger Drilling Co,"Oilfield service, equipment & exploration",,,
Stellar Oilfield Holdings,"Oilfield service, equipment & exploration",,,
Stephen T Beneto Dba Beneto Tank Lines,"Oilfield service, equipment & exploration",,,
Stewart & Stevenson,"Oilfield service, equipment & exploration",,,
Stewart Brothers Drilling,"Oilfield service, equipment & exploration",,,
Stewart Brothers Drilling Co,"Oilfield service, equipment & exploration",,,
Stolt Comex Seaway Inc,"Oilfield service, equipment & exploration",,,
Stone Bond Corp,"Oilfield service, equipment & exploration",,,
Story Services Inc,"Oilfield service, equipment & exploration",,,
Strachan Exploration,"Oilfield service, equipment & exploration",,,
Strata Resources,"Oilfield service, equipment & exploration",,,
Stratagraph Inc,"Oilfield service, equipment & exploration",,,
Stratford American Corp,"Oilfield service, equipment & exploration",,,
Stratland Exploration,"Oilfield service, equipment & exploration",,,
Strickland & Sons Pipeline,"Oilfield service, equipment & exploration",,,
Stringers Oilfield Service,"Oilfield service, equipment & exploration",,,
Stringers Oilfield Services,"Oilfield service, equipment & exploration",,,
Stronghold Ltd,"Oilfield service, equipment & exploration",,,
Subterranean Construction,"Oilfield service, equipment & exploration",,,
Suemaur Exploration & Production,"Oilfield service, equipment & exploration",,,
Summit Oil Field Services,"Oilfield service, equipment & exploration",,,
Sun Valley Energy Corp,"Oilfield service, equipment & exploration",,,
Sundance Services,"Oilfield service, equipment & exploration",,,
Sunrise Oilfield Supply,"Oilfield service, equipment & exploration",,,
Superior Engery Services Inc,"Oilfield service, equipment & exploration",,,
Superior Pipelines,"Oilfield service, equipment & exploration",,,
Suviaz Oilfield Service,"Oilfield service, equipment & exploration",,,
Svenska Petroleum Exploration,"Oilfield service, equipment & exploration",,,
SW Jack Drilling,"Oilfield service, equipment & exploration",,,
Swain & Assoc,"Oilfield service, equipment & exploration",,,
Sweatt Construction Co,"Oilfield service, equipment & exploration",,,
Swire Oilfield Services,"Oilfield service, equipment & exploration",,,
Synergy Operating,"Oilfield service, equipment & exploration",,,
T & P Well Testers Inc,"Oilfield service, equipment & exploration",,,
T-Rex Engineering & Construction,"Oilfield service, equipment & exploration",,,
T&R Pipeline,"Oilfield service, equipment & exploration",,,
Tadlock Pipe & Equipment Inc,"Oilfield service, equipment & exploration",,,
Talisman Energy,"Oilfield service, equipment & exploration",,,
Talus Inc,"Oilfield service, equipment & exploration",,,
Tana Exploration,"Oilfield service, equipment & exploration",,,
Target Logistics Management,"Oilfield service, equipment & exploration",,,
TC Oilfield Services,"Oilfield service, equipment & exploration",,,
TD Williamson,"Oilfield service, equipment & exploration",,,
TDC Energy Corp,"Oilfield service, equipment & exploration",,,
Teaco Drilling Inc,"Oilfield service, equipment & exploration",,,
Teaco Energy,"Oilfield service, equipment & exploration",,,
Team Suviaz,"Oilfield service, equipment & exploration",,,
Tec Corp,"Oilfield service, equipment & exploration",,,
Tech Star Inc,"Oilfield service, equipment & exploration",,,
Technip offshore,"Oilfield service, equipment & exploration",,,
Technip Usa,"Oilfield service, equipment & exploration",,,
Tecolotita Inc,"Oilfield service, equipment & exploration",,,
Tejas Machines,"Oilfield service, equipment & exploration",,,
Tejas Tubular Products,"Oilfield service, equipment & exploration",,,
Tenaris,"Oilfield service, equipment & exploration",,,
Tengasco Inc,"Oilfield service, equipment & exploration",,,
Tensas Delta Exploration Co,"Oilfield service, equipment & exploration",,,
Terasen Pipelines,"Oilfield service, equipment & exploration",,,
Terra Drilling Co,"Oilfield service, equipment & exploration",,,
Terralliance Technologies,"Oilfield service, equipment & exploration",,,
Texaco Pipeline International,"Oilfield service, equipment & exploration",,,
Texas Pacific Pipeline & Transportation,"Oilfield service, equipment & exploration",,,
Texas Pipeline Assn,"Oilfield service, equipment & exploration",,,
Texas Screw Products,"Oilfield service, equipment & exploration",,,
Texas Transco,"Oilfield service, equipment & exploration",,,
Texflow Oil Field Specialty,"Oilfield service, equipment & exploration",,,
TFH Inc Oilfield Co,"Oilfield service, equipment & exploration",,,
TFH Ltd Co,"Oilfield service, equipment & exploration",,,
TG Mercer Consulting Services,"Oilfield service, equipment & exploration",,,
Tgs-Nopec Geophysical,"Oilfield service, equipment & exploration",,,
Tgs-Nopec Geophysical Co,"Oilfield service, equipment & exploration",,,
Th Russell Co,"Oilfield service, equipment & exploration",,,
Thales Geosolutions PACific,"Oilfield service, equipment & exploration",,,
The Dore Energy Corp,"Oilfield service, equipment & exploration",,,
The Meridian Resource & Exploration Co,"Oilfield service, equipment & exploration",,,
The Red Fox Companies,"Oilfield service, equipment & exploration",,,
The Supply Store,"Oilfield service, equipment & exploration",,,
Theophilus Oil Gas & Land Services,"Oilfield service, equipment & exploration",,,
Therral Story Well Service,"Oilfield service, equipment & exploration",,,
Thomas Russell Co,"Oilfield service, equipment & exploration",,,
"Thompson, Yancey","Oilfield service, equipment & exploration",,,
Tidewater,"Oilfield service, equipment & exploration",,,
Tidewater Inc,"Oilfield service, equipment & exploration",,,
Timber Sharp Drilling,"Oilfield service, equipment & exploration",,,
Titan Specialties,"Oilfield service, equipment & exploration",,,
Tj Deepwater Vessels LLC,"Oilfield service, equipment & exploration",,,
TLC Oil Tools,"Oilfield service, equipment & exploration",,,
TMK Ipsco,"Oilfield service, equipment & exploration",,,
TNT Specialties Dba Tnt Oil Field Supply,"Oilfield service, equipment & exploration",,,
Todds Specialized Rigging,"Oilfield service, equipment & exploration",,,
Top O' Texas Oilfield Services,"Oilfield service, equipment & exploration",,,
Torch,"Oilfield service, equipment & exploration",,,
Torch Rig Services,"Oilfield service, equipment & exploration",,,
Toreador Royalty Corp,"Oilfield service, equipment & exploration",,,
Torque Turn Specialists Inc,"Oilfield service, equipment & exploration",,,
Totah Rental & Equipment,"Oilfield service, equipment & exploration",,,
Totah Rental & Equipment Co,"Oilfield service, equipment & exploration",,,
Total Oilfield Equipment & Supply LLC,"Oilfield service, equipment & exploration",,,
Trading Bay Energy Corp,"Oilfield service, equipment & exploration",,,
Transcanada Pipelines,"Oilfield service, equipment & exploration",,,
Transcontinental Gas Pipe Line Corp,"Oilfield service, equipment & exploration",,,
Transocean Inc,"Oilfield service, equipment & exploration",,,
Transocean offshore Drilling Co,"Oilfield service, equipment & exploration",,,
Transocean Sedco Forex,"Oilfield service, equipment & exploration",,,
Transocean Sedeco Forex Inc,"Oilfield service, equipment & exploration",,,
TRB Oilfield Services,"Oilfield service, equipment & exploration",,,
Trend Exploration,"Oilfield service, equipment & exploration",,,
Trepco,"Oilfield service, equipment & exploration",,,
Tri Drill Inc,"Oilfield service, equipment & exploration",,,
Tri Star Petroleum,"Oilfield service, equipment & exploration",,,
Tri W Pipe & Supply Corp,"Oilfield service, equipment & exploration",,,
Triad Hunter LLC,"Oilfield service, equipment & exploration",,,
Tricon Geophysics,"Oilfield service, equipment & exploration",,,
Tripco Inc,"Oilfield service, equipment & exploration",,,
Triple H Pipeline,"Oilfield service, equipment & exploration",,,
Tripple M Oil Tool,"Oilfield service, equipment & exploration",,,
Tripple R Pipeline,"Oilfield service, equipment & exploration",,,
Tristan Oil Ltd,"Oilfield service, equipment & exploration",,,
Triumph Resources,"Oilfield service, equipment & exploration",,,
Trm LLC,"Oilfield service, equipment & exploration",,,
Trt Holdings,"Oilfield service, equipment & exploration",,,
Tru-Line Pipeline,"Oilfield service, equipment & exploration",,,
True Drilling,"Oilfield service, equipment & exploration",,,
True Drilling LLC,"Oilfield service, equipment & exploration",,,
True North Oilfield Services,"Oilfield service, equipment & exploration",,,
Tundra Expediting Co,"Oilfield service, equipment & exploration",,,
Tundra Resources LLC,"Oilfield service, equipment & exploration",,,
Turner Collie & Braden,"Oilfield service, equipment & exploration",,,
Twc-Williams Gas Pipeline,"Oilfield service, equipment & exploration",,,
Twin Drilling,"Oilfield service, equipment & exploration",,,
U S Liquids,"Oilfield service, equipment & exploration",,,
Udelhoven Oil Field Services,"Oilfield service, equipment & exploration",,,
Udelhoven Oilfield Service,"Oilfield service, equipment & exploration",,,
Udelhoven Oilfield Services,"Oilfield service, equipment & exploration",,,
Udelhoven Oilfield System Services,"Oilfield service, equipment & exploration",,,
Ulm Corp,"Oilfield service, equipment & exploration",,,
Ulterra Drilling Technologies,"Oilfield service, equipment & exploration",,,
Ultra Pipeline,"Oilfield service, equipment & exploration",,,
Ultra Pipeline LLC,"Oilfield service, equipment & exploration",,,
Unaoil Ltd,"Oilfield service, equipment & exploration",,,
Underground Services Markham,"Oilfield service, equipment & exploration",,,
Underground Storage LLC,"Oilfield service, equipment & exploration",,,
Unev Pipeline,"Oilfield service, equipment & exploration",,,
Union Oilfield Supply,"Oilfield service, equipment & exploration",,,
Unitech of Ak Inc,"Oilfield service, equipment & exploration",,,
United Brine Pipeline Co,"Oilfield service, equipment & exploration",,,
United Brine Services,"Oilfield service, equipment & exploration",,,
United Drilling,"Oilfield service, equipment & exploration",,,
United Pipeline,"Oilfield service, equipment & exploration",,,
Universal Fabricators Inc,"Oilfield service, equipment & exploration",,,
Unocal Pipeline Co,"Oilfield service, equipment & exploration",,,
Upland Exploration Inc,"Oilfield service, equipment & exploration",,,
Upstream Petroleum Management,"Oilfield service, equipment & exploration",,,
Us Liquids,"Oilfield service, equipment & exploration",,,
Us Liquids Now Region,"Oilfield service, equipment & exploration",,,
Us Marcellus Gas Infrastructure,"Oilfield service, equipment & exploration",,,
Us Pipeline,"Oilfield service, equipment & exploration",,,
Us Pipelines & Logistics,"Oilfield service, equipment & exploration",,,
Us Synthetic,"Oilfield service, equipment & exploration",,,
V A Sauls Inc,"Oilfield service, equipment & exploration",,,
VA Sauls Inc,"Oilfield service, equipment & exploration",,,
Vaalco Energy,"Oilfield service, equipment & exploration",,,
Vail Drilling Co,"Oilfield service, equipment & exploration",,,
Valero Services,"Oilfield service, equipment & exploration",,,
Vals Pipeline,"Oilfield service, equipment & exploration",,,
Vanco Energy,"Oilfield service, equipment & exploration",,,
Vanguard Vacuum Trucks,"Oilfield service, equipment & exploration",,,
Veco,"Oilfield service, equipment & exploration",,,
Veco Corp,"Oilfield service, equipment & exploration",,,
Veco International Inc,"Oilfield service, equipment & exploration",,,
Vector Pipeline,"Oilfield service, equipment & exploration",,,
Venada National,"Oilfield service, equipment & exploration",,,
Venus Exploration,"Oilfield service, equipment & exploration",,,
Veritas Exploration,"Oilfield service, equipment & exploration",,,
Versabar Inc,"Oilfield service, equipment & exploration",,,
Vessels Oil & Gas Co,"Oilfield service, equipment & exploration",,,
Victor P Smith Oil Exploration,"Oilfield service, equipment & exploration",,,
Viking Drillers,"Oilfield service, equipment & exploration",,,
Vip International,"Oilfield service, equipment & exploration",,,
Virtex Operating Co,"Oilfield service, equipment & exploration",,,
Vista Resources,"Oilfield service, equipment & exploration",,,
Vital Oil Well Services LLC,"Oilfield service, equipment & exploration",,,
Vmj Oilfield Service,"Oilfield service, equipment & exploration",,,
Vmj Oilfield Services,"Oilfield service, equipment & exploration",,,
Vti Triad Drilling,"Oilfield service, equipment & exploration",,,
Vulcan Energy,"Oilfield service, equipment & exploration",,,
Wagner & Brown,"Oilfield service, equipment & exploration",,,
Wagner & Brown Ltd,"Oilfield service, equipment & exploration",,,
Walter Companies,"Oilfield service, equipment & exploration",,,
Walter Exploration,"Oilfield service, equipment & exploration",,,
Walter Oil & Gas Corp,"Oilfield service, equipment & exploration",,,
Warpet Exploation Company,"Oilfield service, equipment & exploration",,,
Warren Equipment Co PAC,"Oilfield service, equipment & exploration",,,
Waters Edge Oilfield Services,"Oilfield service, equipment & exploration",,,
Watts Drilling,"Oilfield service, equipment & exploration",,,
Weatherford,"Oilfield service, equipment & exploration",,,
Weatherford International,"Oilfield service, equipment & exploration",,,
Weatherford Us,"Oilfield service, equipment & exploration",,,
Wek Drilling,"Oilfield service, equipment & exploration",,,
Well Testing Inc,"Oilfield service, equipment & exploration",,,
Wells Ranch Lllp,"Oilfield service, equipment & exploration",,,
Welspun Pipes Inc,"Oilfield service, equipment & exploration",,,
Welspun Tubular LLC,"Oilfield service, equipment & exploration",,,
Wesco Resources,"Oilfield service, equipment & exploration",,,
West Arkansas Oilfield Services,"Oilfield service, equipment & exploration",,,
West Bay Exploration,"Oilfield service, equipment & exploration",,,
West Bay Exploration Co,"Oilfield service, equipment & exploration",,,
West Coast Pipeline,"Oilfield service, equipment & exploration",,,
West Coast Pipeline Specialist,"Oilfield service, equipment & exploration",,,
West Coast Pipeline Specialists,"Oilfield service, equipment & exploration",,,
West Jal Disposal LLC,"Oilfield service, equipment & exploration",,,
Western Co of Texas,"Oilfield service, equipment & exploration",,,
Western Drilling,"Oilfield service, equipment & exploration",,,
Western Exploration,"Oilfield service, equipment & exploration",,,
Western Geophysical,"Oilfield service, equipment & exploration",,,
Western Oil Fields Supply,"Oilfield service, equipment & exploration",,,
Western Oilfield Supply Co,"Oilfield service, equipment & exploration",,,
Westex Well Services,"Oilfield service, equipment & exploration",,,
Wet Tech Energy,"Oilfield service, equipment & exploration",,,
Wheless Industries,"Oilfield service, equipment & exploration",,,
White Cliffs Pipeline,"Oilfield service, equipment & exploration",,,
White Oak Operating,"Oilfield service, equipment & exploration",,,
Whittier Energy,"Oilfield service, equipment & exploration",,,
Wiggins Brothers,"Oilfield service, equipment & exploration",,,
Wilbanks Energy,"Oilfield service, equipment & exploration",,,
Wilcrest Field Services,"Oilfield service, equipment & exploration",,,
Wild Well Control,"Oilfield service, equipment & exploration",,,
Wiliston Basin Interstate Pipeline,"Oilfield service, equipment & exploration",,,
Will-Drill Resources,"Oilfield service, equipment & exploration",,,
Willbros Group,"Oilfield service, equipment & exploration",,,
Willbros Usa,"Oilfield service, equipment & exploration",,,
William B Lawton,"Oilfield service, equipment & exploration",,,
William Gas Pipeline,"Oilfield service, equipment & exploration",,,
William's Northwest Pipeline,"Oilfield service, equipment & exploration",,,
Williams Northwest Pipeline Co,"Oilfield service, equipment & exploration",,,
Williams Oilfield Service,"Oilfield service, equipment & exploration",,,
Williams Pipeline Cont,"Oilfield service, equipment & exploration",,,
Williams Pipeline Contractors,"Oilfield service, equipment & exploration",,,
Williston Basin Interstate Pipeline,"Oilfield service, equipment & exploration",,,
Williston Basin Pipeline Co,"Oilfield service, equipment & exploration",,,
Wind River Oil Field Service,"Oilfield service, equipment & exploration",,,
Winston Co,"Oilfield service, equipment & exploration",,,
Wireline Specialist of Louisana,"Oilfield service, equipment & exploration",,,
Wl Kidd Oil Field Service,"Oilfield service, equipment & exploration",,,
Wmpi Pty,"Oilfield service, equipment & exploration",,,
Wolla Oilfield Service,"Oilfield service, equipment & exploration",,,
World Wide Operations,"Oilfield service, equipment & exploration",,,
Worldwide Oilfield Machine,"Oilfield service, equipment & exploration",,,
Wpm Exploration,"Oilfield service, equipment & exploration",,,
Wpm Exploration Inc,"Oilfield service, equipment & exploration",,,
Ws Red Hancock,"Oilfield service, equipment & exploration",,,
Wygant Exploration,"Oilfield service, equipment & exploration",,,
Wyoming Pipeline Authority,"Oilfield service, equipment & exploration",,,
Xanadu Exploration,"Oilfield service, equipment & exploration",,,
Xawavn Exploration,"Oilfield service, equipment & exploration",,,
Xpert Oil Tools,"Oilfield service, equipment & exploration",,,
Xpert Service Tools,"Oilfield service, equipment & exploration",,,
Xplor Energy Operating Co,"Oilfield service, equipment & exploration",,,
Yellow Corp,"Oilfield service, equipment & exploration",,,
Young Energy,"Oilfield service, equipment & exploration",,,
Young Oilfield Service,"Oilfield service, equipment & exploration",,,
Youngblood Co,"Oilfield service, equipment & exploration",,,
Youngblood Corp,"Oilfield service, equipment & exploration",,,
Zachry Exploration,"Oilfield service, equipment & exploration",,,
Zenith Drilling,"Oilfield service, equipment & exploration",,,
Zimmerman Oil Inc,"Oilfield service, equipment & exploration",,,
Zimny Oilfield Services,"Oilfield service, equipment & exploration",,,
Zinke & Trumbo,"Oilfield service, equipment & exploration",,,
001 Gate Petroleum Co,Petroleum refining & marketing,,,
AB Petroleum Inc,Petroleum refining & marketing,,,
Abernathy Enterprises,Petroleum refining & marketing,,,
Acme Petroleum & Fuel Co,Petroleum refining & marketing,,,
Active Propane Co Inc,Petroleum refining & marketing,,,
Advanced Energy,Petroleum refining & marketing,,,
AJ Petroleum,Petroleum refining & marketing,,,
Alabama Petroleum Distributors,Petroleum refining & marketing,,,
Alaska Petroleum Contractors Inc,Petroleum refining & marketing,,,
Aleutian Fuel Services,Petroleum refining & marketing,,,
Alliance Petroleum Corp,Petroleum refining & marketing,,,
Alliance Refinery,Petroleum refining & marketing,,,
Aloha Petroleum Ltd,Petroleum refining & marketing,,,
